product_name,price_usd,rating,number_of_reviews,gender_target,cruelty_free,country_of_origin,gender_id,country_id
Magic Exfoliator,100.81,4.6,5226,Female,False,Australia,1,1
Ultra Setting Spray,89.73,2.9,7831,Unisex,True,South Korea,3,6
Divine Lipstick,120.72,3.5,114,Male,True,Australia,2,1
Divine Face Mask,41.44,3.1,8634,Male,True,France,2,2
Super Mascara,22.05,2.1,8756,Unisex,False,UK,3,7
Perfect Moisturizer,113.15,1.2,2106,Unisex,False,Japan,3,5
Super Eye Shadow,121.47,1.3,1553,Male,False,South Korea,2,6
Super Lip Gloss,119.86,3.1,3058,Unisex,True,Australia,3,1
Perfect Eyeliner,46.76,4.5,1863,Female,True,South Korea,1,6
Magic Lip Gloss,25.5,1.8,5034,Female,False,Japan,1,5
Super Face Oil,119.06,1.3,1347,Female,False,USA,1,8
Magic Primer,75.49,4.3,8813,Unisex,True,Italy,3,4
Magic Powder,133.7,3.5,8787,Female,True,France,1,2
Ultra Foundation,86.2,1.8,2913,Female,False,Italy,1,4
Divine Makeup Remover,98.91,4.6,7106,Male,False,UK,2,7
Perfect Serum,40.92,4.2,6824,Female,False,Germany,1,3
Divine Lipstick,45.46,3.0,1332,Female,True,Germany,1,3
Perfect Contour,35.83,2.6,5614,Male,True,South Korea,2,6
Perfect Moisturizer,58.17,2.3,3646,Female,False,Italy,1,4
Divine Concealer,134.5,4.2,9977,Female,False,South Korea,1,6
Magic Lip Gloss,109.32,3.2,4475,Female,True,Japan,1,5
Ultra Highlighter,16.84,2.4,3553,Male,False,Australia,2,1
Super Exfoliator,10.07,3.1,6728,Unisex,False,South Korea,3,6
Perfect Powder,11.55,3.3,9438,Female,False,USA,1,8
Perfect Lip Liner,137.33,1.4,1188,Unisex,False,USA,3,8
Divine Cleanser,120.05,4.1,2932,Female,False,Japan,1,5
Super Foundation,14.1,1.4,7354,Female,False,Germany,1,3
Perfect Primer,61.08,1.0,3162,Unisex,False,Italy,3,4
Perfect Bronzer,43.69,2.5,1008,Female,True,Japan,1,5
Perfect Lip Liner,121.98,3.6,9187,Female,False,France,1,2
Ultra Powder,51.01,2.2,71,Female,False,UK,1,7
Divine Bronzer,29.56,3.2,753,Male,False,South Korea,2,6
Magic Mascara,98.78,1.4,327,Unisex,True,Australia,3,1
Magic Mascara,34.86,2.6,3429,Male,True,Japan,2,5
Ultra Eyeliner,124.14,2.2,9769,Female,True,Italy,1,4
Perfect Exfoliator,132.12,4.2,5772,Male,False,UK,2,7
Ultra Powder,121.43,4.3,271,Male,False,Japan,2,5
Super BB Cream,105.47,1.5,4707,Male,True,South Korea,2,6
Super Cleanser,87.41,2.4,9571,Female,False,France,1,2
Perfect Lip Liner,112.53,2.2,2233,Female,False,Italy,1,4
Magic Foundation,62.6,4.6,4423,Unisex,True,Germany,3,3
Magic Exfoliator,144.3,1.8,5824,Unisex,True,France,3,2
Divine Lip Liner,107.45,2.2,1923,Male,True,South Korea,2,6
Super Lip Liner,62.92,1.2,6846,Male,False,France,2,2
Ultra Cleanser,138.34,1.9,1820,Female,True,Italy,1,4
Perfect Setting Spray,105.33,2.0,2043,Female,False,Japan,1,5
Divine Face Oil,26.23,4.6,8227,Male,True,Germany,2,3
Super Eyeliner,13.9,1.4,9211,Female,False,Germany,1,3
Perfect Serum,51.39,2.9,8128,Female,False,Germany,1,3
Perfect Foundation,61.05,1.6,9685,Male,True,France,2,2
Super Blush,106.32,4.8,7244,Male,True,USA,2,8
Ultra Primer,149.8,4.0,6411,Male,False,France,2,2
Divine Mascara,96.2,4.0,8763,Unisex,True,Australia,3,1
Magic Primer,132.43,1.6,4238,Male,True,USA,2,8
Ultra Contour,146.11,1.3,9382,Unisex,True,Germany,3,3
Divine Lip Liner,38.47,3.0,358,Unisex,True,Japan,3,5
Divine Eyeliner,30.4,4.1,4728,Female,False,Germany,1,3
Super Foundation,66.09,2.8,5349,Male,True,UK,2,7
Super Lipstick,116.18,4.3,3431,Male,True,Germany,2,3
Divine Primer,118.89,1.5,5840,Male,True,UK,2,7
Super Exfoliator,40.19,4.2,8946,Female,False,USA,1,8
Ultra Bronzer,59.55,4.5,8561,Female,False,USA,1,8
Divine Face Mask,135.9,1.1,6592,Unisex,True,France,3,2
Ultra Moisturizer,117.44,2.5,8245,Unisex,False,UK,3,7
Magic Blush,120.96,2.7,3882,Unisex,True,Germany,3,3
Divine Eye Shadow,147.24,1.2,6268,Unisex,False,France,3,2
Magic Blush,113.72,3.5,5908,Female,True,UK,1,7
Super Face Mask,51.77,2.0,1704,Male,False,Germany,2,3
Perfect Powder,109.62,3.9,2109,Female,False,Japan,1,5
Perfect Highlighter,36.13,5.0,2765,Female,True,Germany,1,3
Perfect Mascara,121.87,4.9,4247,Unisex,True,USA,3,8
Perfect Cleanser,21.43,4.8,2223,Female,False,Italy,1,4
Perfect Moisturizer,113.35,2.4,7121,Unisex,True,UK,3,7
Super Bronzer,115.73,1.1,3648,Unisex,True,Japan,3,5
Ultra Face Oil,116.02,4.9,1477,Male,False,Italy,2,4
Divine Concealer,94.24,2.5,9119,Male,True,South Korea,2,6
Ultra Moisturizer,145.63,4.0,2344,Male,False,Japan,2,5
Super CC Cream,80.43,1.6,3941,Male,False,USA,2,8
Magic Bronzer,25.9,2.0,942,Female,True,France,1,2
Super Blush,81.25,3.9,3568,Female,False,USA,1,8
Ultra Blush,114.26,3.1,5759,Unisex,False,UK,3,7
Divine Contour,144.39,4.2,7254,Male,True,South Korea,2,6
Ultra Contour,85.68,3.4,6040,Female,True,Germany,1,3
Super Highlighter,95.81,2.0,510,Male,False,USA,2,8
Ultra Face Oil,139.11,2.7,7705,Female,False,Australia,1,1
Ultra Cleanser,148.48,1.8,3546,Unisex,True,USA,3,8
Super BB Cream,131.26,2.6,7991,Unisex,False,Germany,3,3
Perfect Eye Shadow,29.32,2.3,4795,Male,False,Germany,2,3
Super Lip Gloss,75.69,4.7,3396,Female,True,USA,1,8
Magic Bronzer,130.14,2.9,3614,Female,True,Italy,1,4
Magic Blush,113.18,2.6,4429,Unisex,False,UK,3,7
Divine Serum,101.85,2.0,5419,Unisex,True,UK,3,7
Super Contour,71.32,3.2,9524,Unisex,False,Italy,3,4
Divine Highlighter,98.92,2.7,3415,Female,False,Italy,1,4
Divine BB Cream,33.61,1.7,5006,Unisex,True,UK,3,7
Super Lip Gloss,55.78,1.8,616,Female,True,UK,1,7
Perfect Face Oil,77.3,1.4,2297,Male,False,South Korea,2,6
Divine Concealer,98.41,3.4,9932,Unisex,True,USA,3,8
Perfect Highlighter,19.37,2.2,4812,Female,False,Japan,1,5
Ultra Bronzer,137.07,2.4,2830,Male,True,South Korea,2,6
Magic Eyeliner,88.97,4.3,3567,Unisex,True,Japan,3,5
Super Eye Shadow,46.56,2.5,1450,Unisex,True,Germany,3,3
Super Serum,39.78,4.3,1813,Male,False,Germany,2,3
Divine BB Cream,82.83,2.9,1181,Female,True,Italy,1,4
Ultra Lipstick,43.06,4.0,9714,Female,False,UK,1,7
Perfect Eyeliner,148.44,2.5,8086,Female,True,Australia,1,1
Magic Lip Liner,90.09,1.1,1160,Male,False,Australia,2,1
Divine Highlighter,94.48,2.0,6140,Female,True,Australia,1,1
Ultra Serum,147.01,3.2,843,Unisex,False,USA,3,8
Super Foundation,148.27,2.8,907,Female,False,Germany,1,3
Ultra Setting Spray,94.77,3.6,2454,Male,True,UK,2,7
Perfect Lip Gloss,23.07,3.4,2283,Unisex,True,South Korea,3,6
Ultra Bronzer,66.76,3.4,6401,Unisex,True,Australia,3,1
Perfect Highlighter,106.25,4.6,2227,Male,False,Germany,2,3
Super Makeup Remover,15.13,4.3,7150,Female,False,France,1,2
Divine Powder,47.93,3.6,5672,Female,False,France,1,2
Divine Blush,46.59,3.4,6029,Male,True,USA,2,8
Divine Lipstick,70.78,4.5,5465,Unisex,True,Germany,3,3
Divine Face Oil,78.08,1.2,9505,Female,True,Australia,1,1
Perfect Bronzer,119.75,1.0,3628,Unisex,True,France,3,2
Super Eye Shadow,62.99,1.8,656,Female,False,South Korea,1,6
Divine Primer,75.75,2.5,7798,Female,True,France,1,2
Divine Bronzer,44.41,4.0,2552,Unisex,True,UK,3,7
Magic Face Mask,131.41,1.4,3541,Unisex,False,Italy,3,4
Divine Moisturizer,60.6,1.4,3150,Female,False,France,1,2
Magic Highlighter,19.23,4.8,5472,Male,True,Italy,2,4
Ultra Exfoliator,90.27,3.2,9242,Male,True,South Korea,2,6
Divine Lipstick,33.94,4.2,8879,Female,False,Germany,1,3
Divine Bronzer,14.85,3.6,4985,Unisex,False,Germany,3,3
Ultra Lipstick,61.78,2.4,3677,Unisex,False,USA,3,8
Super Moisturizer,24.18,4.7,1123,Unisex,False,Japan,3,5
Perfect Concealer,37.92,1.3,8956,Unisex,True,USA,3,8
Ultra Foundation,130.28,4.2,3884,Female,True,Italy,1,4
Super Exfoliator,146.82,2.6,897,Female,True,France,1,2
Magic Bronzer,83.41,3.6,9000,Female,True,Japan,1,5
Perfect Serum,95.22,2.9,9325,Male,False,Germany,2,3
Super Mascara,106.09,2.9,2938,Male,True,Japan,2,5
Divine Face Mask,126.19,2.3,481,Female,False,USA,1,8
Super Contour,14.31,5.0,6291,Female,False,Germany,1,3
Ultra Foundation,48.26,3.0,9707,Male,False,Germany,2,3
Super Setting Spray,101.35,2.6,7232,Female,True,South Korea,1,6
Perfect Powder,136.15,5.0,2716,Male,True,USA,2,8
Super Bronzer,126.27,2.7,3707,Female,False,Germany,1,3
Perfect BB Cream,84.27,2.9,2601,Unisex,True,France,3,2
Magic Mascara,66.0,4.2,2473,Male,False,Germany,2,3
Super Eye Shadow,36.08,3.6,5196,Male,True,USA,2,8
Perfect Eyeliner,55.7,3.0,9370,Male,True,Japan,2,5
Divine Lipstick,42.12,4.5,7707,Male,True,UK,2,7
Magic Contour,92.39,3.4,4310,Unisex,False,USA,3,8
Super Foundation,121.53,3.4,3708,Unisex,False,Japan,3,5
Perfect Eye Shadow,18.09,2.7,6262,Female,True,Italy,1,4
Super Powder,49.8,2.3,4509,Unisex,True,Germany,3,3
Ultra Moisturizer,121.5,2.3,9805,Male,True,UK,2,7
Super Lip Gloss,109.82,3.6,4972,Unisex,False,France,3,2
Ultra Contour,62.14,1.0,1141,Unisex,False,Italy,3,4
Magic Bronzer,57.48,3.5,3309,Male,False,Italy,2,4
Magic Mascara,19.55,3.3,1002,Male,True,France,2,2
Super Serum,41.3,4.4,3621,Unisex,False,Japan,3,5
Super Serum,125.78,1.3,1049,Female,False,Japan,1,5
Magic Eyeliner,15.74,2.4,6695,Female,False,South Korea,1,6
Ultra Eyeliner,43.35,3.6,1043,Female,False,Italy,1,4
Divine Foundation,70.15,1.2,3783,Male,False,Japan,2,5
Super CC Cream,80.03,1.8,5833,Unisex,True,UK,3,7
Divine Powder,135.43,4.3,8222,Unisex,True,UK,3,7
Perfect Contour,149.79,3.2,2342,Male,True,France,2,2
Perfect Face Mask,26.02,4.1,8870,Unisex,False,France,3,2
Divine Highlighter,25.55,3.8,4633,Male,False,South Korea,2,6
Divine Serum,48.78,2.6,3443,Unisex,False,UK,3,7
Super Exfoliator,36.25,2.3,8778,Female,False,Italy,1,4
Super Bronzer,17.15,1.1,9009,Female,True,South Korea,1,6
Magic Mascara,41.05,2.1,764,Unisex,False,France,3,2
Super Bronzer,147.12,1.9,6332,Male,False,South Korea,2,6
Divine Primer,122.93,1.6,3844,Male,False,Australia,2,1
Divine Face Mask,35.28,2.7,7305,Male,False,Australia,2,1
Super BB Cream,34.45,1.4,545,Female,True,Japan,1,5
Divine Cleanser,23.5,4.2,5145,Male,True,USA,2,8
Perfect Foundation,65.64,3.9,2796,Female,True,France,1,2
Perfect BB Cream,79.38,4.2,3258,Male,True,USA,2,8
Perfect Powder,55.23,2.8,7411,Female,True,Italy,1,4
Divine Contour,105.2,2.9,1451,Female,False,Japan,1,5
Super Lip Gloss,54.65,4.1,9224,Unisex,True,South Korea,3,6
Divine Highlighter,95.07,1.7,8942,Male,False,Australia,2,1
Divine Makeup Remover,100.33,2.8,3725,Unisex,False,Australia,3,1
Perfect Eye Shadow,17.91,1.2,8135,Unisex,False,Japan,3,5
Divine Blush,59.1,2.6,2599,Male,True,France,2,2
Ultra Foundation,27.66,3.7,7409,Unisex,True,Australia,3,1
Perfect Setting Spray,58.37,2.2,9344,Male,False,South Korea,2,6
Perfect Powder,26.9,3.7,8523,Female,True,France,1,2
Magic CC Cream,38.7,4.9,1100,Female,False,South Korea,1,6
Ultra Face Mask,116.76,4.9,4036,Male,True,South Korea,2,6
Divine Mascara,29.11,3.2,4674,Female,True,UK,1,7
Magic Cleanser,139.72,4.3,128,Unisex,True,Japan,3,5
Divine BB Cream,59.18,4.0,1106,Unisex,True,UK,3,7
Ultra Lip Gloss,80.85,2.1,5467,Male,False,Italy,2,4
Magic CC Cream,44.67,1.2,7152,Unisex,False,UK,3,7
Divine Moisturizer,11.87,1.3,9554,Unisex,False,Germany,3,3
Divine Mascara,98.65,3.4,9274,Male,True,Australia,2,1
Magic Makeup Remover,68.32,3.8,8522,Male,False,South Korea,2,6
Perfect Exfoliator,107.88,1.8,1141,Unisex,True,Italy,3,4
Perfect Mascara,121.63,4.0,8539,Male,True,Australia,2,1
Divine Bronzer,28.24,1.8,5945,Male,True,Germany,2,3
Perfect Moisturizer,140.56,3.1,7774,Male,True,Japan,2,5
Super Blush,80.01,4.8,1164,Male,False,France,2,2
Super CC Cream,107.29,4.8,2675,Male,True,Germany,2,3
Super Eyeliner,124.94,1.0,2421,Female,False,Japan,1,5
Super Face Oil,45.55,4.4,9329,Male,False,USA,2,8
Perfect CC Cream,35.46,3.6,8267,Male,False,Australia,2,1
Ultra Concealer,55.73,3.5,365,Unisex,False,USA,3,8
Magic CC Cream,38.6,4.4,7465,Unisex,False,Italy,3,4
Ultra Moisturizer,72.91,1.7,6993,Male,True,UK,2,7
Divine CC Cream,67.51,4.5,7707,Female,False,Italy,1,4
Ultra Mascara,144.54,3.6,5789,Unisex,False,South Korea,3,6
Super Primer,67.63,4.3,4035,Male,False,Australia,2,1
Divine Mascara,23.38,4.9,3086,Male,False,Italy,2,4
Magic Foundation,129.31,4.2,5736,Male,False,Germany,2,3
Magic Face Oil,64.24,3.4,7406,Female,False,Germany,1,3
Super Eyeliner,13.49,2.9,8803,Unisex,False,USA,3,8
Super Exfoliator,131.02,1.6,7161,Female,False,Japan,1,5
Super Contour,75.58,2.2,8005,Unisex,False,Italy,3,4
Divine Lip Gloss,44.92,1.8,4362,Unisex,False,Australia,3,1
Ultra Highlighter,88.2,3.9,9386,Unisex,False,Japan,3,5
Ultra Primer,80.23,3.3,2832,Female,False,France,1,2
Super Face Oil,24.7,2.6,3848,Unisex,False,Germany,3,3
Super Setting Spray,145.4,3.0,6910,Unisex,True,Germany,3,3
Perfect Bronzer,115.0,4.2,9369,Female,False,France,1,2
Super Lipstick,23.77,2.4,4833,Female,True,France,1,2
Divine Serum,72.51,4.4,2888,Male,False,France,2,2
Magic Mascara,61.93,1.2,9463,Female,True,Germany,1,3
Magic Cleanser,15.02,3.2,3450,Unisex,True,Germany,3,3
Divine CC Cream,83.83,3.9,4088,Female,True,UK,1,7
Super Contour,69.77,4.0,1113,Male,False,Japan,2,5
Magic Setting Spray,111.05,3.6,7486,Male,True,Germany,2,3
Perfect Powder,61.74,2.0,9812,Female,False,Italy,1,4
Perfect Face Mask,53.9,2.8,9396,Unisex,True,UK,3,7
Divine Face Oil,90.53,5.0,5591,Male,True,Australia,2,1
Divine Moisturizer,110.29,2.0,5168,Female,True,Australia,1,1
Divine CC Cream,84.42,3.8,8179,Male,True,Australia,2,1
Magic Primer,26.23,4.6,1170,Male,True,South Korea,2,6
Ultra Face Oil,132.59,2.8,7140,Female,True,Japan,1,5
Divine Face Oil,15.32,1.9,3045,Unisex,False,USA,3,8
Ultra CC Cream,86.41,2.2,1432,Male,True,France,2,2
Magic Moisturizer,31.9,3.2,7690,Unisex,False,Italy,3,4
Magic Face Mask,130.23,3.7,7347,Male,True,South Korea,2,6
Ultra BB Cream,94.54,4.2,2401,Unisex,True,Australia,3,1
Super Face Mask,82.26,2.3,3852,Unisex,True,Italy,3,4
Super Concealer,70.1,4.2,3549,Male,True,UK,2,7
Divine Lip Liner,32.69,2.6,8386,Male,False,South Korea,2,6
Divine Lipstick,131.1,2.9,7385,Unisex,True,South Korea,3,6
Ultra Moisturizer,38.31,4.6,2780,Female,False,USA,1,8
Ultra Primer,110.73,2.1,3452,Male,False,South Korea,2,6
Super BB Cream,95.99,3.5,9271,Male,True,Japan,2,5
Perfect Lipstick,100.61,2.7,3084,Unisex,True,USA,3,8
Perfect Foundation,58.47,3.2,4415,Male,False,UK,2,7
Divine Moisturizer,129.07,2.3,4094,Unisex,False,USA,3,8
Ultra Lipstick,142.81,2.4,7461,Unisex,True,Germany,3,3
Divine Lip Gloss,64.47,4.8,3305,Male,False,France,2,2
Magic Moisturizer,116.95,1.6,2745,Male,True,Italy,2,4
Ultra Mascara,19.21,3.0,931,Male,False,USA,2,8
Perfect Bronzer,146.09,2.7,4288,Unisex,False,Japan,3,5
Super Highlighter,50.58,1.3,8287,Unisex,False,USA,3,8
Perfect Cleanser,38.12,4.0,9903,Male,False,Australia,2,1
Super Exfoliator,40.48,1.2,4490,Female,True,Germany,1,3
Super Lip Liner,42.34,1.7,1926,Female,False,UK,1,7
Perfect Primer,47.32,4.1,1495,Unisex,True,South Korea,3,6
Divine Cleanser,40.45,4.2,722,Unisex,False,Italy,3,4
Perfect Highlighter,90.6,1.1,3087,Male,False,Japan,2,5
Magic Bronzer,13.73,4.9,7768,Male,True,USA,2,8
Ultra Contour,63.53,4.3,1958,Unisex,False,Japan,3,5
Super Makeup Remover,117.08,1.6,8632,Female,True,Australia,1,1
Super Primer,75.36,4.0,4310,Male,True,UK,2,7
Super Lip Liner,80.72,4.7,7292,Male,True,Japan,2,5
Perfect Lip Gloss,149.9,1.1,2192,Male,True,Germany,2,3
Super Face Oil,25.93,1.5,9960,Male,False,UK,2,7
Ultra Exfoliator,103.28,3.5,2011,Unisex,False,Italy,3,4
Ultra Contour,110.59,1.3,6781,Male,False,USA,2,8
Perfect BB Cream,113.65,3.5,7631,Female,True,South Korea,1,6
Divine Concealer,138.69,1.4,5962,Male,True,USA,2,8
Magic Bronzer,114.94,3.7,3299,Female,False,France,1,2
Divine Cleanser,115.26,3.4,5949,Male,False,France,2,2
Super Setting Spray,130.75,3.6,9432,Unisex,False,South Korea,3,6
Divine Primer,37.22,1.4,3771,Unisex,False,Italy,3,4
Ultra Blush,122.68,2.4,4685,Female,False,Japan,1,5
Divine Setting Spray,138.42,4.8,607,Unisex,False,Japan,3,5
Perfect Face Mask,97.12,1.2,1576,Unisex,True,France,3,2
Perfect Moisturizer,58.92,2.0,486,Male,False,Germany,2,3
Divine Lip Gloss,62.51,2.8,6223,Unisex,True,Australia,3,1
Ultra Blush,41.18,1.9,5322,Unisex,False,UK,3,7
Magic BB Cream,37.44,2.7,1707,Female,False,Germany,1,3
Magic Face Oil,44.23,2.6,7509,Male,True,South Korea,2,6
Ultra Powder,129.7,3.1,2835,Male,False,UK,2,7
Super Setting Spray,90.69,3.9,1510,Female,True,USA,1,8
Ultra Setting Spray,125.46,1.4,9549,Male,False,USA,2,8
Magic Mascara,53.34,3.6,7935,Male,True,Australia,2,1
Divine Serum,122.24,4.9,687,Female,False,Germany,1,3
Ultra CC Cream,21.36,4.7,5434,Female,False,Germany,1,3
Divine Contour,89.48,4.9,7942,Female,True,Italy,1,4
Super CC Cream,124.59,2.4,5927,Unisex,False,France,3,2
Magic Blush,149.93,1.3,6228,Male,True,South Korea,2,6
Ultra Lip Liner,51.22,3.0,2227,Female,False,Australia,1,1
Divine Serum,67.72,4.5,7191,Female,True,UK,1,7
Divine Foundation,93.35,4.4,8981,Male,False,USA,2,8
Magic Moisturizer,75.54,3.6,5945,Male,False,Japan,2,5
Magic Setting Spray,47.99,3.8,4319,Unisex,False,South Korea,3,6
Divine Lip Liner,124.98,2.6,382,Unisex,False,Germany,3,3
Magic Eyeliner,75.22,3.2,7707,Female,False,France,1,2
Ultra Bronzer,48.43,2.3,4857,Unisex,False,USA,3,8
Divine Lip Liner,26.88,3.5,405,Male,True,France,2,2
Super Powder,31.09,1.7,2651,Unisex,False,Germany,3,3
Divine Blush,130.02,4.8,1076,Male,True,UK,2,7
Super Setting Spray,13.39,4.7,2552,Unisex,False,Japan,3,5
Super Serum,32.04,2.2,3184,Male,True,France,2,2
Perfect Setting Spray,47.3,4.1,7643,Unisex,False,South Korea,3,6
Super Contour,110.71,3.2,5867,Female,False,Germany,1,3
Ultra Highlighter,74.46,1.5,702,Female,True,Japan,1,5
Divine Highlighter,12.07,2.0,9558,Unisex,False,Germany,3,3
Ultra Highlighter,113.55,4.2,6850,Female,False,Australia,1,1
Ultra BB Cream,145.99,2.7,4657,Male,True,UK,2,7
Super Highlighter,101.28,2.6,3840,Male,False,UK,2,7
Super Serum,114.92,2.1,8432,Male,False,France,2,2
Ultra Face Oil,70.06,3.4,8031,Unisex,False,Japan,3,5
Super Cleanser,87.44,3.8,9137,Male,True,Japan,2,5
Super CC Cream,131.4,2.7,9925,Male,True,USA,2,8
Magic Makeup Remover,28.5,3.8,6242,Male,True,Japan,2,5
Perfect Serum,138.94,4.4,5804,Unisex,True,Australia,3,1
Super Highlighter,126.84,1.2,2164,Male,False,Germany,2,3
Magic Lipstick,28.35,1.4,8671,Unisex,False,Germany,3,3
Super Lip Liner,105.24,1.8,1959,Male,False,South Korea,2,6
Divine Highlighter,38.31,4.4,6004,Male,False,Germany,2,3
Magic Serum,133.0,3.8,3438,Female,True,South Korea,1,6
Magic Lipstick,111.94,3.6,2195,Female,False,France,1,2
Divine Moisturizer,42.4,2.0,2069,Male,False,South Korea,2,6
Super Exfoliator,112.48,4.3,4590,Male,False,South Korea,2,6
Ultra Face Mask,125.76,4.4,1137,Female,False,South Korea,1,6
Magic CC Cream,101.52,1.9,1893,Male,True,Germany,2,3
Ultra Highlighter,20.83,1.1,3537,Female,True,Germany,1,3
Perfect Eye Shadow,78.74,4.8,654,Female,False,Germany,1,3
Magic Exfoliator,25.37,1.8,5800,Female,False,South Korea,1,6
Perfect Blush,141.77,1.4,5351,Female,False,USA,1,8
Super CC Cream,125.53,3.9,9245,Male,True,Japan,2,5
Super Foundation,145.28,3.8,8976,Male,False,Australia,2,1
Ultra Foundation,16.21,2.3,1054,Unisex,True,Italy,3,4
Super Face Oil,104.04,2.2,5117,Unisex,False,South Korea,3,6
Magic Makeup Remover,121.94,2.9,6482,Unisex,True,Japan,3,5
Perfect Eyeliner,48.5,1.9,4758,Male,False,UK,2,7
Super Lip Liner,19.48,2.3,6685,Male,True,Germany,2,3
Ultra Blush,16.07,3.6,9634,Male,False,South Korea,2,6
Super Blush,96.84,1.5,7005,Female,False,France,1,2
Perfect BB Cream,72.06,3.9,4030,Unisex,False,UK,3,7
Ultra CC Cream,128.85,2.8,8718,Male,True,Germany,2,3
Perfect Eye Shadow,133.46,4.4,9547,Female,True,Japan,1,5
Super Serum,102.01,1.4,1265,Male,True,Australia,2,1
Divine Moisturizer,119.94,3.3,5714,Male,False,USA,2,8
Divine Face Mask,44.43,1.5,2857,Female,True,Japan,1,5
Divine Contour,123.46,2.2,3586,Female,False,UK,1,7
Perfect Highlighter,13.52,1.2,6352,Female,True,Australia,1,1
Super Face Mask,66.21,4.0,6796,Male,False,France,2,2
Magic Exfoliator,125.54,4.8,5814,Unisex,True,Australia,3,1
Super Powder,117.1,2.1,1105,Female,False,South Korea,1,6
Magic Highlighter,22.78,2.2,6829,Unisex,False,Japan,3,5
Perfect Eyeliner,49.42,3.7,3855,Female,True,Japan,1,5
Perfect Blush,81.05,3.3,8710,Female,True,South Korea,1,6
Magic Eye Shadow,62.11,4.9,5221,Unisex,True,South Korea,3,6
Perfect Concealer,71.46,1.9,7260,Female,True,Germany,1,3
Divine Lip Liner,76.59,2.2,1961,Unisex,False,UK,3,7
Perfect Lip Liner,66.18,4.7,2346,Male,True,South Korea,2,6
Perfect Cleanser,126.01,4.5,3826,Male,True,USA,2,8
Ultra Contour,55.52,3.2,3249,Male,True,Australia,2,1
Divine Makeup Remover,99.95,4.7,759,Male,True,Australia,2,1
Super Lip Gloss,71.47,4.8,4844,Unisex,True,USA,3,8
Divine Blush,24.36,1.6,1334,Female,True,Japan,1,5
Super CC Cream,68.4,1.5,3925,Female,True,Germany,1,3
Divine Exfoliator,66.41,4.0,1470,Female,False,France,1,2
Magic Mascara,108.28,4.9,3446,Unisex,True,Australia,3,1
Magic Bronzer,20.6,4.3,9949,Female,True,Germany,1,3
Divine Bronzer,118.91,2.3,4602,Male,True,France,2,2
Divine Face Mask,127.4,3.2,4719,Unisex,False,USA,3,8
Super Bronzer,80.75,2.9,7382,Unisex,True,Japan,3,5
Magic Serum,31.48,2.1,9633,Female,True,USA,1,8
Divine Moisturizer,131.69,4.6,1298,Female,False,USA,1,8
Perfect Face Oil,128.42,1.1,7999,Male,True,South Korea,2,6
Super Highlighter,100.34,1.9,3802,Female,True,Italy,1,4
Magic Moisturizer,92.83,3.4,3490,Male,False,Italy,2,4
Divine Lip Liner,71.05,3.7,1374,Male,False,Germany,2,3
Perfect Eye Shadow,74.37,2.9,718,Unisex,True,Australia,3,1
Divine Highlighter,38.41,2.9,2041,Female,True,UK,1,7
Divine Lipstick,85.26,1.1,1361,Female,True,Germany,1,3
Super Lip Liner,22.04,3.3,3128,Male,False,UK,2,7
Divine Lip Liner,86.89,2.6,7028,Female,True,USA,1,8
Magic Concealer,47.35,2.1,3768,Unisex,False,UK,3,7
Perfect Makeup Remover,21.98,3.5,2012,Female,False,Japan,1,5
Perfect Foundation,81.21,3.5,402,Unisex,True,Italy,3,4
Perfect Serum,138.37,4.7,4674,Unisex,True,Italy,3,4
Divine CC Cream,104.02,1.6,6310,Unisex,True,USA,3,8
Magic Concealer,137.71,3.3,2280,Unisex,False,USA,3,8
Super Setting Spray,71.37,2.8,5839,Unisex,False,Australia,3,1
Magic Makeup Remover,147.24,1.1,3867,Male,False,USA,2,8
Super Eye Shadow,76.17,3.2,5841,Female,False,Germany,1,3
Ultra Moisturizer,144.34,1.6,3566,Female,True,USA,1,8
Ultra Setting Spray,141.94,4.6,9111,Female,True,Japan,1,5
Divine Powder,87.26,4.0,542,Unisex,True,Australia,3,1
Super BB Cream,73.86,4.6,4583,Female,True,South Korea,1,6
Perfect Exfoliator,141.4,5.0,6601,Male,False,UK,2,7
Magic CC Cream,65.09,1.0,7335,Female,False,UK,1,7
Super CC Cream,128.53,3.6,9952,Male,True,Australia,2,1
Super Face Oil,65.3,2.6,7575,Female,False,France,1,2
Ultra Serum,34.06,4.0,1746,Unisex,True,Japan,3,5
Divine Face Oil,135.47,3.9,4265,Male,False,USA,2,8
Magic Bronzer,42.87,3.0,5604,Male,False,Japan,2,5
Ultra Contour,36.7,2.4,1056,Female,False,USA,1,8
Magic Blush,49.28,2.0,4054,Male,False,USA,2,8
Super Cleanser,15.82,2.6,6060,Male,True,Australia,2,1
Magic Face Oil,75.76,1.8,8122,Unisex,True,USA,3,8
Ultra Blush,147.43,3.0,4015,Unisex,False,USA,3,8
Divine Serum,130.22,1.2,4373,Unisex,True,UK,3,7
Super Eye Shadow,134.2,3.9,8454,Male,True,Germany,2,3
